"","module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"GO:0042613","32",18,18,1,2.89319761056156e-18,4.79721095807213e-14,9,0.5,0.9,10,"GO:0042613","CC","MHC class II protein complex","A transmembrane protein complex composed of an MHC class II alpha and MHC class II beta chain, and with or without a bound peptide or polysaccharide antigen."
"GO:0071556","32",18,18,2,6.55409648996204e-15,1.08673473900061e-10,7,0.388888888888889,1,7,"GO:0071556","CC","integral component of lumenal side of endoplasmic reticulum membrane","The component of the endoplasmic reticulum membrane consisting of the gene products that penetrate only the lumenal side of the membrane."
"GO:0019886","32",18,18,3,6.78320566993112e-15,1.12472333213128e-10,9,0.5,0.529411764705882,17,"GO:0019886","BP","antigen processing and presentation of exogenous peptide antigen via MHC class II","The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."
"GO:0048002","32",18,18,4,8.20381175978852e-15,1.36027402789054e-10,10,0.555555555555556,0.384615384615385,26,"GO:0048002","BP","antigen processing and presentation of peptide antigen","The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."
"GO:0002495","32",18,18,5,1.34962578097005e-14,2.23781450742643e-10,9,0.5,0.5,18,"GO:0002495","BP","antigen processing and presentation of peptide antigen via MHC class II","The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."
"GO:0002504","32",18,18,6,2.55102174895054e-14,4.22984916193488e-10,9,0.5,0.473684210526316,19,"GO:0002504","BP","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","The process in which an antigen-presenting cell expresses antigen (peptide or polysaccharide) on its cell surface in association with an MHC class II protein complex."
"GO:0012507","32",18,18,7,5.21123494246313e-14,8.64074865809812e-10,7,0.388888888888889,0.875,8,"GO:0012507","CC","ER to Golgi transport vesicle membrane","The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi."
"GO:0005802","32",18,18,8,1.32863113090056e-13,2.20300327814622e-09,8,0.444444444444444,0.571428571428571,14,"GO:0005802","CC","trans-Golgi network","The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination."
"GO:0019882","32",18,18,9,1.38344783436482e-13,2.2938948541603e-09,10,0.555555555555556,0.303030303030303,33,"GO:0019882","BP","antigen processing and presentation","The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."
"GO:0030134","32",18,18,10,2.33071814067294e-13,3.86456374904981e-09,7,0.388888888888889,0.777777777777778,9,"GO:0030134","CC","ER to Golgi transport vesicle","A vesicle that mediates transport from the endoplasmic reticulum to the Golgi complex; bears a coat formed of the COPII coat complex proteins; such vesicles found associated with endoplasmic reticulum (ER) membranes at steady state, and are involved in ER to Golgi (anterograde) vesicle transport."
"GO:0023024","33",19,19,1,1.47122667783078e-06,0.0243944095451122,3,0.157894736842105,1,3,"GO:0023024","MF","MHC class I protein complex binding","Interacting selectively and non-covalently with the class I major histocompatibility complex."
"GO:1990405","33",19,19,2,1.47122667783078e-06,0.0243944095451122,3,0.157894736842105,1,3,"GO:1990405","MF","protein antigen binding","Interacting selectively and non-covalently with a protein antigen."
"GO:00069555","33",19,19,3,7.36705672895199e-06,0.122153167622753,13,0.684210526315789,0.0401234567901235,324,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"GO:00069523","33",19,19,4,2.23355244133666e-05,0.370345330298032,12,0.631578947368421,0.0404040404040404,297,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:0043235","33",19,19,5,2.5672621442041e-05,0.425677736130482,6,0.315789473684211,0.109090909090909,55,"GO:0043235","CC","receptor complex","Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."
"GO:0072676","33",19,19,6,7.83484113368811e-05,1,4,0.210526315789474,0.19047619047619,21,"GO:0072676","BP","lymphocyte migration","The movement of a lymphocyte within or between different tissues and organs of the body."
"GO:0042287","33",19,19,7,7.93052916253762e-05,1,3,0.157894736842105,0.375,8,"GO:0042287","MF","MHC protein binding","Interacting selectively and non-covalently with major histocompatibility complex molecules; a set of molecules displayed on cell surfaces that are responsible for lymphocyte recognition and antigen presentation."
"GO:0048020","33",19,19,8,0.000118053923995,1,3,0.157894736842105,0.333333333333333,9,"GO:0048020","MF","CCR chemokine receptor binding","Interacting selectively and non-covalently with a CCR chemokine receptor."
"GO:2000401","33",19,19,9,0.000167366846108845,1,3,0.157894736842105,0.3,10,"GO:2000401","BP","regulation of lymphocyte migration","Any process that modulates the frequency, rate or extent of lymphocyte migration."
"GO:00023765","33",19,19,10,0.000173547723516277,1,13,0.684210526315789,0.0305164319248826,426,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0042742","34",18,18,1,2.39690149672878e-09,3.97430237172599e-05,9,0.5,0.155172413793103,58,"GO:0042742","BP","defense response to bacterium","Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."
"GO:0042582","34",18,18,2,1.17694211086093e-08,0.000195148771401851,4,0.222222222222222,1,4,"GO:0042582","CC","azurophil granule","Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."
"GO:0009617","34",18,18,3,3.05404737317374e-08,0.000506391594945937,10,0.555555555555556,0.0952380952380952,105,"GO:0009617","BP","response to bacterium","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."
"GO:00985421","34",18,18,4,1.79539812343804e-07,0.00297694962847262,9,0.5,0.0967741935483871,93,"GO:0098542","BP","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"GO:0019730","34",18,18,5,5.94748701218182e-07,0.00986152821489867,5,0.277777777777778,0.294117647058824,17,"GO:0019730","BP","antimicrobial humoral response","An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."
"GO:0051707","34",18,18,6,9.29449337242786e-07,0.0154111994608226,10,0.555555555555556,0.0671140939597315,149,"GO:0051707","BP","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."
"GO:0009607","34",18,18,7,1.72626119453584e-06,0.0286231368665987,10,0.555555555555556,0.0628930817610063,159,"GO:0009607","BP","response to biotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."
"GO:00056152","34",18,18,8,2.4615066645473e-06,0.0408142420048589,12,0.666666666666667,0.0458015267175573,262,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"GO:0050830","34",18,18,9,3.8917825167426e-06,0.0645296459101091,5,0.277777777777778,0.208333333333333,24,"GO:0050830","BP","defense response to Gram-positive bacterium","Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism."
"GO:0030141","34",18,18,10,4.3485094366378e-06,0.0721026349688914,7,0.388888888888889,0.102941176470588,68,"GO:0030141","CC","secretory granule","A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."
"GO:0031128","35",18,17,1,0.000644269880906382,1,2,0.117647058823529,0.5,4,"GO:0031128","BP","developmental induction","A developmental process involving two tissues in which one tissue (the inducer) produces a signal that directs cell fate commitment of cells in the second tissue (the responder)."
"GO:0045165","35",18,17,2,0.00350030267096403,1,3,0.176470588235294,0.1,30,"GO:0045165","BP","cell fate commitment","The commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."
"GO:0002098","35",18,17,3,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0002098","BP","tRNA wobble uridine modification","The process in which a uridine in position 34 of a tRNA is post-transcriptionally modified."
"GO:0002432","35",18,17,4,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0002432","BP","granuloma formation","The formation of nodular inflammatory lesions, usually small or granular, firm, persistent, well-structured, and containing compactly grouped T lymphocytes and modified phagocytes such as epithelioid cells, giant cells, and other macrophages. Granuloma formation represents a chronic inflammatory response initiated by various infectious and noninfectious agents. The center of a granuloma consists of fused macrophages, which can become necrotic."
"GO:0003139","35",18,17,5,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003139","BP","secondary heart field specification","The process that results in the delineation of a specific region of the lateral mesoderm into the area which will form the majority of the mesodermal component of the right ventricle, arterial pole (outflow tract) and venous pole (inflow tract)."
"GO:0003161","35",18,17,6,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003161","BP","cardiac conduction system development","The process whose specific outcome is the progression of the cardiac conduction system over time, from its formation to the mature structure. The cardiac conduction system consists of specialized cardiomyocytes that regulate the frequency of heart beat."
"GO:0003207","35",18,17,7,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003207","BP","cardiac chamber formation","The developmental process pertaining to the initial formation of a cardiac chamber from unspecified parts. A cardiac chamber is an enclosed cavity within the heart."
"GO:0003210","35",18,17,8,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003210","BP","cardiac atrium formation","The developmental process pertaining to the initial formation of a cardiac atrium from unspecified parts. A cardiac atrium receives blood from a vein and pumps it to a cardiac ventricle."
"GO:0003211","35",18,17,9,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003211","BP","cardiac ventricle formation","The developmental process pertaining to the initial formation of a cardiac ventricle from unspecified parts. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."
"GO:0003236","35",18,17,10,0.0107458912768648,1,1,0.0588235294117647,1,1,"GO:0003236","BP","sinus venosus morphogenesis","The process in which the sinus venosus is generated and organized. The sinus venosus is a heart chamber attached to the atrium on the venous side of the embryonic heart."
"GO:00082361","36",18,18,1,1.29296742880951e-05,0.214386929370905,6,0.333333333333333,0.115384615384615,52,"GO:0008236","MF","serine-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:00171711","36",18,18,2,1.29296742880951e-05,0.214386929370905,6,0.333333333333333,0.115384615384615,52,"GO:0017171","MF","serine hydrolase activity","Catalysis of the hydrolysis of a substrate by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:00082331","36",18,18,3,1.83599628959992e-05,0.304426544778562,7,0.388888888888889,0.0833333333333333,84,"GO:0008233","MF","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"GO:0001991","36",18,18,4,2.4252681071042e-05,0.402133704838947,3,0.166666666666667,0.5,6,"GO:0001991","BP","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","The process in which angiotensinogen metabolites in the bloodstream modulate the force with which blood passes through the circulatory system. The process begins when renin is released and cleaves angiotensinogen."
"GO:0002003","36",18,18,5,2.4252681071042e-05,0.402133704838947,3,0.166666666666667,0.5,6,"GO:0002003","BP","angiotensin maturation","The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood."
"GO:0003081","36",18,18,6,2.4252681071042e-05,0.402133704838947,3,0.166666666666667,0.5,6,"GO:0003081","BP","regulation of systemic arterial blood pressure by renin-angiotensin","The process in which renin-angiotensin modulates the force with which blood passes through the circulatory system."
"GO:0060177","36",18,18,7,2.4252681071042e-05,0.402133704838947,3,0.166666666666667,0.5,6,"GO:0060177","BP","regulation of angiotensin metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving angiotensin."
"GO:0003044","36",18,18,8,9.96993086620205e-05,1,3,0.166666666666667,0.333333333333333,9,"GO:0003044","BP","regulation of systemic arterial blood pressure mediated by a chemical signal","The regulation of blood pressure mediated by biochemical signaling: hormonal, autocrine or paracrine."
"GO:00042521","36",18,18,9,0.00011966399291566,1,5,0.277777777777778,0.106382978723404,47,"GO:0004252","MF","serine-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"GO:0016486","36",18,18,10,0.000193056851067041,1,3,0.166666666666667,0.272727272727273,11,"GO:0016486","BP","peptide hormone processing","The generation of a mature peptide hormone by posttranslational processing of a prohormone."
"GO:0035967","37",16,16,1,4.04726686553644e-08,0.000671077318974598,5,0.3125,0.416666666666667,12,"GO:0035967","BP","cellular response to topologically incorrect protein","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."
"GO:0030433","37",16,16,2,8.50244519695809e-07,0.0140979043810762,3,0.1875,1,3,"GO:0030433","BP","ER-associated ubiquitin-dependent protein catabolic process","The chemical reactions and pathways resulting in the breakdown of proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation. This process acts on misfolded proteins as well as in the regulated degradation of correctly folded proteins."
"GO:0036503","37",16,16,3,8.50244519695809e-07,0.0140979043810762,3,0.1875,1,3,"GO:0036503","BP","ERAD pathway","The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."
"GO:0034976","37",16,16,4,1.26918745171475e-06,0.0210443971368823,5,0.3125,0.227272727272727,22,"GO:0034976","BP","response to endoplasmic reticulum stress","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."
"GO:0030968","37",16,16,5,2.21336313851928e-06,0.0366997741997882,4,0.25,0.363636363636364,11,"GO:0030968","BP","endoplasmic reticulum unfolded protein response","The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation."
"GO:0034620","37",16,16,6,2.21336313851928e-06,0.0366997741997882,4,0.25,0.363636363636364,11,"GO:0034620","BP","cellular response to unfolded protein","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."
"GO:0034663","37",16,16,7,8.39776289563263e-06,0.139243306572485,3,0.1875,0.6,5,"GO:0034663","CC","endoplasmic reticulum chaperone complex","A protein complex that is located in the endoplasmic reticulum and is composed of chaperone proteins, including BiP, GRP94; CaBP1, protein disulfide isomerase (PDI), ERdj3, cyclophilin B, ERp72, GRP170, UDP-glucosyltransferase, and SDF2-L1."
"GO:0043161","37",16,16,8,3.7758845457665e-05,0.626079416533544,4,0.25,0.19047619047619,21,"GO:0043161","BP","proteasome-mediated ubiquitin-dependent protein catabolic process","The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."
"GO:00069861","37",16,16,9,6.58165806820479e-05,1,4,0.25,0.166666666666667,24,"GO:0006986","BP","response to unfolded protein","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."
"GO:0010498","37",16,16,10,7.78738438235773e-05,1,4,0.25,0.16,25,"GO:0010498","BP","proteasomal protein catabolic process","The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."
"GO:0042445","38",16,16,1,3.58567102235874e-10,5.94540112217302e-06,8,0.5,0.222222222222222,36,"GO:0042445","BP","hormone metabolic process","The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."
"GO:0005179","38",16,16,2,1.03445421567702e-09,1.71522853501407e-05,7,0.4375,0.28,25,"GO:0005179","MF","hormone activity","The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."
"GO:0042446","38",16,16,3,2.92933522036494e-09,4.8571307288871e-05,5,0.3125,0.625,8,"GO:0042446","BP","hormone biosynthetic process","The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."
"GO:0060416","38",16,16,4,7.00011320838853e-09,0.00011606887710829,4,0.25,1,4,"GO:0060416","BP","response to growth hormone","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."
"GO:0071378","38",16,16,5,7.00011320838853e-09,0.00011606887710829,4,0.25,1,4,"GO:0071378","BP","cellular response to growth hormone stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."
"GO:0008211","38",16,16,6,1.03727824055563e-07,0.0017199110506653,4,0.25,0.666666666666667,6,"GO:0008211","BP","glucocorticoid metabolic process","The chemical reactions and pathways involving glucocorticoids, hormonal C21 corticosteroids synthesized from cholesterol. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects."
"GO:0006694","38",16,16,7,1.55493409445721e-07,0.0025782362220195,6,0.375,0.206896551724138,29,"GO:0006694","BP","steroid biosynthetic process","The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."
"GO:0010817","38",16,16,8,1.85571818369707e-07,0.00307696632038811,8,0.5,0.105263157894737,76,"GO:0010817","BP","regulation of hormone levels","Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."
"GO:0008207","38",16,16,9,4.78187368551933e-07,0.00792882475795961,4,0.25,0.5,8,"GO:0008207","BP","C21-steroid hormone metabolic process","The chemical reactions and pathways involving C21-steroid hormones, steroid compounds containing 21 carbons which function as hormones."
"GO:0060396","38",16,16,10,8.50244519695809e-07,0.0140979043810762,3,0.1875,1,3,"GO:0060396","BP","growth hormone receptor signaling pathway","The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."
"GO:0071294","39",12,12,1,1.63110998618964e-16,2.70454346810105e-12,7,0.583333333333333,1,7,"GO:0071294","BP","cellular response to zinc ion","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."
"GO:0010043","39",12,12,2,6.58923711272163e-16,1.09256140566037e-11,8,0.666666666666667,0.615384615384615,13,"GO:0010043","BP","response to zinc ion","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."
"GO:0071248","39",12,12,3,4.01051947824577e-10,6.64984234687931e-06,7,0.583333333333333,0.225806451612903,31,"GO:0071248","BP","cellular response to metal ion","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."
"GO:0045926","39",12,12,4,6.47893915229942e-10,1.07427290084277e-05,7,0.583333333333333,0.212121212121212,33,"GO:0045926","BP","negative regulation of growth","Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism."
"GO:0071241","39",12,12,5,6.47893915229942e-10,1.07427290084277e-05,7,0.583333333333333,0.212121212121212,33,"GO:0071241","BP","cellular response to inorganic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."
"GO:0071276","39",12,12,6,1.19825825147164e-09,1.98683200676513e-05,5,0.416666666666667,0.555555555555556,9,"GO:0071276","BP","cellular response to cadmium ion","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
"GO:0010038","39",12,12,7,1.35029523696754e-09,2.23892453241587e-05,8,0.666666666666667,0.131147540983607,61,"GO:0010038","BP","response to metal ion","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."
"GO:0046686","39",12,12,8,4.36110589765165e-09,7.2311496888962e-05,5,0.416666666666667,0.454545454545455,11,"GO:0046686","BP","response to cadmium ion","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."
"GO:0040008","39",12,12,9,7.48689386837403e-09,0.00012414018723151,8,0.666666666666667,0.106666666666667,75,"GO:0040008","BP","regulation of growth","Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."
"GO:0008270","39",12,12,10,2.0859677858793e-08,0.000345874318576647,8,0.666666666666667,0.0941176470588235,85,"GO:0008270","MF","zinc ion binding","Interacting selectively and non-covalently with zinc (Zn) ions."
"GO:0006695","40",10,10,1,2.80123947301712e-08,0.000464473517020969,4,0.4,0.571428571428571,7,"GO:0006695","BP","cholesterol biosynthetic process","The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."
"GO:0008610","40",10,10,2,4.80512377419895e-08,0.000796737572999929,7,0.7,0.0921052631578947,76,"GO:0008610","BP","lipid biosynthetic process","The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"GO:0016126","40",10,10,3,5.58541668163496e-08,0.000926117939981893,4,0.4,0.5,8,"GO:0016126","BP","sterol biosynthetic process","The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."
"GO:0008203","40",10,10,4,2.33845736161778e-07,0.00387739615129845,5,0.5,0.185185185185185,27,"GO:0008203","BP","cholesterol metabolic process","The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues."
"GO:00066291","40",10,10,5,2.72213206154191e-07,0.00451356717124265,8,0.8,0.0516129032258065,155,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"GO:0008202","40",10,10,6,2.8314238649935e-07,0.00469478391054573,6,0.6,0.107142857142857,56,"GO:0008202","BP","steroid metabolic process","The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."
"GO:00066941","40",10,10,7,3.42155882844372e-07,0.00567328669344253,5,0.5,0.172413793103448,29,"GO:0006694","BP","steroid biosynthetic process","The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."
"GO:0016125","40",10,10,8,3.42155882844372e-07,0.00567328669344253,5,0.5,0.172413793103448,29,"GO:0016125","BP","sterol metabolic process","The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."
"GO:0050662","40",10,10,9,7.84210239613237e-07,0.0130029899830271,4,0.4,0.285714285714286,14,"GO:0050662","MF","coenzyme binding","Interacting selectively and non-covalently with a coenzyme, any of various nonprotein organic cofactors that are required, in addition to an enzyme and a substrate, for an enzymatic reaction to proceed."
"GO:0006066","40",10,10,10,2.09075986703931e-06,0.0346668893553788,5,0.5,0.121951219512195,41,"GO:0006066","BP","alcohol metabolic process","The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."
"GO:0004190","41",11,11,1,1.26925129602649e-09,2.10454557394152e-05,4,0.363636363636364,1,4,"GO:0004190","MF","aspartic-type endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile."
"GO:0070001","41",11,11,2,1.26925129602649e-09,2.10454557394152e-05,4,0.363636363636364,1,4,"GO:0070001","MF","aspartic-type peptidase activity","Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile."
"GO:0097486","41",11,11,3,2.48617975844579e-06,0.0412233465747896,3,0.272727272727273,0.6,5,"GO:0097486","CC","multivesicular body lumen","The volume enclosed by the outermost membrane of a multivesicular body."
"GO:00075861","41",11,11,4,2.90759286021016e-06,0.0482107972151446,5,0.454545454545455,0.128205128205128,39,"GO:0007586","BP","digestion","The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."
"GO:0031904","41",11,11,5,1.37643776246497e-05,0.228227145394317,3,0.272727272727273,0.375,8,"GO:0031904","CC","endosome lumen","The volume enclosed by the membrane of an endosome."
"GO:0005771","41",11,11,6,2.0568013491425e-05,0.341038231701317,3,0.272727272727273,0.333333333333333,9,"GO:0005771","CC","multivesicular body","A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."
"GO:0005770","41",11,11,7,0.000311076094675044,1,3,0.272727272727273,0.142857142857143,21,"GO:0005770","CC","late endosome","A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."
"GO:00055761","41",11,11,8,0.000555833117739367,1,10,0.909090909090909,0.0162074554294976,617,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
